sent,label
 却说 人物二 祝融 夫人 人物一 带来 洞主 宗党 帐 饮酒,1
 马上 再次 放 人物二 人物一 及朵 思 大王,1
 人物二 不服 孔明 人物二 看过 蜀军 军营 人物二 弟弟 人物一 说 已知 蜀军 军情 你领 百余 精兵 去向 孔明 献宝 藉 机杀 孔明,1
 人物二 弟弟 人物一 说 已知 蜀军 军情 你领 百余 精兵 去向 孔明 献宝 藉 机杀 孔明,1
 相传 三国 时期 人物二 之兄 人物一 异人授 仙术 居于 魏宝 山中 方术 济人,1
 当夜 人物二 带 三万 兵 冲入 军中 捉 孔明 进帐 知 上当 人物一 蛮兵 烂醉如泥,1
 人物二 说 弟弟 人物一 饮酒 误事 不服气,1
 人物一 说 家兄 人物二 感 丞相 活命之恩 无可 奉献 辄 具金珠 宝贝 权为 赏军 之资,1
 人物二 再次 回到 洞中 弟弟 人物一 献 计谋,1
 人物二 派弟 人物一 赴汉军 处假 投降 欲 内应 外合 诸葛亮 将计就计 埋伏 擒获 人物二 诸洞 酋长 马忠 此战 立下 战功,1
 三擒三纵 人物二 弟弟 人物一 说 已知 蜀军 军情 你领 百余 精兵 去向 孔明 献宝 借机 杀 孔明,1
 人物二 殿 正殿 塑有 人物二 人物一 摩铁 三尊 神像,1
 蛮王 兄弟 人物二 人物一 一同 上阵 速度,1
 擒获 人物二 弟弟 人物一 人物一 诈降 诸葛亮 识破 吕凯 马谡 管待,1
 人物二 生擒活捉 其弟 人物一 及众 首领 做 蜀 军 俘虏,1
 三国 时期 人物二 之兄 人物一 异人授 仙书 居巍 宝山 中 方术 济人,1
 人物二 之弟 人物一 朋友 据说 南蛮 第一 智者,1
 七擒 人物二 三擒三纵 人物二 弟弟 人物一 说 已知 蜀军 军情 你领 百余 精兵 去向 孔明 献宝 借机 杀 孔明,1
 历史 小说 三国演义 记述 印证 见于 新纂 云南 通志 释道 传 汉 人物一 蒙化 居巍 宝山 土帅 人物二 兄,1
 毒气 泉 历史 研究 毒气 泉 原著 场景 诸葛亮 四擒四放 人物二 毒气 泉 人物二 弟 人物一 逃 西洱河 畔 秃 龙洞,1
 孔明 正在 帐 中 马谡 吕凯 蒋琬 费祎 共议 平蛮 事 忽 帐 一人 报称 人物二 差弟 人物一 来进 宝贝,1
 人物一 人物二 弟弟 战马 融为一体,1
 清代 云南 通志 地方志 记载 说 人物一 巍山 土帅 人物二 哥哥 精 医学 神术 常 来往 澜沧 泸水 之间 传教 施药,1
 史籍 记载 巍 宝山 汉代 人物一 人物二 之兄 导师 山中 传教,1
 兀突 骨 孟香 人物一 人物二 祝融 夫人,1
 蜀国 益州 酒馆 姜维 魏延 马良 糜竺 人物二 祝融 夫人 人物一 沙摩柯 大地 火焰 暴风,1
 全新 阿会喃 董荼那 人物一 木鹿 大王 祝融 夫人 西南 霸主 人物二 更新 之后 重装 登场,1
 ￡ 介绍 ￡ 人物一 人物二 弟弟 诸葛平 南蛮 时 诈降 识破 人物二 一起 归顺,1
 隐者 曰 丞相 休疑 容伸 片言 某一 父母 所生 三人 长即 老夫 孟节 次 人物二 又次 人物一,1
 夺取 大都 后西进 元 猛将 扩廓 帖 木儿 人物一 哥哥 人物二 军 进行 艰苦 搏战 平定 山西 陕西,1
 两人 爱作 汉人 打扮 说 汉人 取 一个 汉名 男 叫做 人物二 女 便 叫做 人物一,1
 人物二 可能 人物一 张无忌 孩子,1
 简介 击败 人物一 爪牙 一直 没有 看到 人物二 避免 再次发生 各大 掌门 绑架 事件 必须 干掉 人物二,1
 金庸 小说 倚天 屠龙记 中 人物二 汝阳王 之女 人物一 哥哥,1
 酷雷伏 铠甲 主要 召唤 召唤 柯胜 李子 人物二 人物一,1
 召唤 萧风 主要 铠甲 召唤 端木燕 人物二 人物一 电影版,1
 召唤 端木燕 主要 铠甲 召唤 人物二 人物一,1
 召唤 端木燕 主要 人物二 人物一 电影版,1
 召唤 人物一 主要 铠甲 召唤 李子 人物二 柯胜 电影版,1
 召唤 端木燕 主要 铠甲 召唤 人物二 人物一 电影版,1
 召唤 柯胜 主要 人物二 人物一 李子,1
 召唤 柯胜 主要 铠甲 召唤 李子 人物二 人物一,1
 召唤 人物一 主要 李子 人物二 柯胜 电影版,1
 召唤 人物一 李子 人物二 柯胜,1
 召唤 人物一 李子 人物二,1
 召唤 萧风 端木燕 人物二 人物一 电影版,1
 茨 纳米 铠甲 召唤 人物一 李子 人物二,1
 召唤 萧风 主要 端木燕 后期 人物二 大结局 人物一 电影版,1
 铠甲 召唤 柯胜 李子 人物二 人物一,1
 召唤 端木燕 人物二 人物一,1
 人物一 最终 采纳 田仲 提议 先 号令 烈 山堂 抢 朱家 之前 夺取 荧惑 之石 残片 人物一 成为 新任 农家 侠魁 集结 六堂 人物二 报仇,1
 烈山 堂堂 主 人物二 葬礼 堂主 人物一 前来 吊唁,1
 蚩尤 堂堂 主 人物一 冲动 见到 兄长 人物二 尸身 便 断定 出现 现场 急忙 逃走 盖聂 卫庄 欲集 农家 之力 杀死 二人,1
 祭拜 大当家 人物二 时 人物一 成功 请 农家 第一 智囊 人物二 长女 田言 出山 共谋 夺取 荧惑 之石,1
 烈山 堂堂 主 人物二 女儿 田言 推断 定会 人物一 联手,1
 人物一 提议 先 号令 烈 山堂 抢 朱家 之前 夺取 荧惑 之石 残片 人物一 成为 新 任侠 魁 集结 六堂 人物二 报仇,1
 蚩尤 堂堂 主 人物一 冲动 见到 人物二 尸身 便 断定 出现 现场 急忙 逃走 盖聂 卫庄 欲集 农家 之力 杀死 二人,1
 非常 讲 义气 人物二 交好 喜欢 人物一 多次 帮助 人物一 内心 苦衷 不能 明言,1
 年代 初 冯氏 家族 第三代 传人 人物二 先生 人物一 先生 美国 留学 回港 加入 利丰 家族 业务,1
 人物二 商界 成果 人物二 弟弟 人物一 一起 努力 拼搏 年 利丰 打下 全球 供应链 整合 坚实基础,1
 第十一章 人物二 人物一 经营 管理 哲学,1
 冯汉柱 利丰 第二代 接班人 知名 商人 人物二 人物一 父,1
 第六位 第十位 顺序 米 高嘉 道理 吴光正 陈廷骅 人物一 人物二,1
 人物二 人物一 兄弟,1
 经纶 国际 经济 研究院 一家 独立 非营利 智库 香港 冯 经纶 慈善 基金 出资 冯氏兄弟 人物二 人物一 命名 智库 组织,1
 人物一 人物二,1
 冯汉柱 一直 香港 主理 利丰 公司 两个 儿子 长子 人物二 次子 人物一,1
 人物二 人物一 兄弟,1
 利丰 主席 人物二 左 执行 副 主席 人物一,1
 人物二 人物一 兄弟,1
 说 毕 人物二 转身 返回 未几 胞弟 人物一 到达 医院 直接 进入 病房,1
 人物一 表示 人物二 对外 说 瘾君子 郑秀文 信以为真 写 一封 长信 打电话 劝 戒毒 令 感到 冤枉,1
 年 月 人物一 香港 周刊 控诉 人物二 拖欠 经理 费 两千万元,1
 年 月 人物二 原本 一家人 住 位于 上水 独立 屋 送给 人物一,1
 人物一 当事人 回应 人物二 回应 尽力,1
 人物一 基本 简介 人物一 人物二 人物一 男 香港 著名 男歌手 演员 人物二 弟弟,1
 人物二 每个 月 万元 生活费 人物一 表示 此举 令 失去 尊严,1
 过去 年来 人物一 一直 人物二 经纪人 两人 合作无间 感情,1
 人物一 反目成仇 人物一 公开 指责 人物一 人物二 张,1
 年 月 旅港 同胞 人物二 旅泰 侨胞 人物一 捐资 兴建 陈弼臣 体育馆 有庆楼 有汉楼 总 建筑面积 平方米,1
 塔帕 朗西 李嘉诚 谢国民 马化腾 人物一 人物二 马介璋 一批 杰出 潮商,1
 陈智思 祖父 陈弼臣 父亲 人物二 叔父 人物一 国际 著名 金融家,1
 李远 先后 送 次子 人物二 三子 人物一 一块儿 日本 留学,1
 人物一 人物二 十分 尊敬 每次 吃饭 兄弟俩 并排而坐 吃 谈,1
 这片 沃土 孕育 中共一大 代表 人物一 辛亥革命 先驱 人物二 当代 文坛 巨子 曹禺 世界 举重 冠军 关虹 亚运会 赛艇 金牌得主 王芳,1
 人物二 支持 胞弟 人物一 人物二 胞弟 中共 早期 主要 领袖,1
 人物二 对此 保护 叮嘱 人物一 一定 小声 交谈 不要 惊动 邻里 惹起 外人 注意,1
 人物一 嫂子 人物二 续弦 薛 文淑 当时 便是 博文 女校 学生,1
 会址 设在 人物二 人物一 兄弟 住宅 围坐在 客厅 长 餐桌 四周 室内 没有 特别 布置 陈设 简单 气氛 庄重,1
 年 编著 谱写 世纪 光辉 篇章 潜江 两 兄弟 人物二 人物一,1
 月 举办 传播 马克思主义 中国 积极分子 会议 陈独秀 人物一 频繁 活动 人物二 寓所,1
 兴业 路 号 原 望志路 号 出席 中共 一大 上海 代表 人物一 之兄 人物二 住所 一座 石库门 式 楼房,1
 两幢 房子 打通 人物二 妻子 薛 文淑 住 号 楼上 弟弟 人物一 住 号 楼上,1
 人物二 中共 一大 代表 人物一 哥哥 位于 上海 法 租界 中共 一大 会址 人物二 私人 房产,1
 支持 胞弟 人物一 人物二 胞弟 中共 早期 主要 领袖,1
 人物一 心思 得到 人物二 全力支持,1
 后来 想到 人物一 家 房子 真正 主人 却是 人物一 兄弟 人物二,1
 人物二 人物一 黄绍兰 相熟,1
 现代史 潜江 这块 饱含 灵气 土地 孕育 戏剧 大师 曹禺 中共一大 代表 人物一 辛亥革命 元老 人物二 英才,1
 年 月 武汉出版社 出版 谱写 光辉 世纪 篇章 潜江 两 兄弟 人物二 人物一,1
 人物一 日本 回国 之初 上海 进行 马克思主义 宣传 筹备 中国共产党 活动 得到 人物二 前妻 甘世瑜 在经济上 资助,1
 人物二 解放初期 农林 部长 人大 常委 其弟 人物一 中共一大 湖北 代表 他家 中共一大 会址,1
 同年 春 新 青年 主编 陈独秀 落户 上海 该刊 随迁 沪 陈独秀 人物一 经常 人物二 寓所 中 探讨 建党 事宜,1
 人物二 国民党 一位 军事部长 恰好 当时 在家 人物一 寄居 法 租界 一所 洋房 里,1
 习祯 家庭成员 妹习 氏 嫁予 郡 人物一 人物二 胞弟 为妻,1
 三国志 中 人物一 记载 很少 只记 人物二 传 末,1
 习桢 有个 妹妹 嫁给 人物二 弟弟 人物一 为妻,1
 习祯 三国志 人物二 传 人物一 妇 同郡 习祯 妺,1
 人物一 亲属 人物一 兄 人物二 刘备 重要 谋士 辅助 刘备 取得 益州,1
 一个 平凡 不能 平凡 日子 里 胡小风 突家 楼上 突然 搬来 一对 堂兄弟 人物二 人物一,1
 该剧 讲述 大学 就读 平凡 女孩 胡小风 人物二 人物一 堂兄弟 之间 爱情故事,1
 人物一 阿一 人物二 辰 儒饰 堂兄弟 父母 中国 开拓 事业 大业 一起 独立,1
 业一 阿一 人物一 炎亚纶 饰 堂哥 人物二 一起 搬进 小风家 楼上 学校 小风 同班,1
 人物一 阿一 人物二 辰 儒饰 堂兄弟 人物一 父母 中国 开拓 事业 大业 一起 独立,1
 人物二 弟弟 人物一 岁 不善 武术 父亲 霍元甲 去世 以后 人物一 继承 祖业 人物二 一直 陪伴 照顾 家中 母亲,1
 霍元甲 去世 人物二 母亲 王云 操持家务 弟弟 人物一 管理 精 武馆 携 家人 远 赴 南洋,1
 妻子 马丽娟 辽宁省 戏校 教师 育有 一对 龙凤 双胞胎 人物二 人物一,1
 一对 小宝贝 出生 牛 年 正月初一 赵本山 取小 名叫 牛牛 妞妞 大名 人物二 人物一,1
 名叫 牛牛 妞妞 名叫 人物二 人物一,1
 罗通 扫北 人物一 人物二 先锋 征东 参加 二路 讨伐 军 一直 没有 立 功劳,1
 唐 王与 秦怀玉 罗通 程咬金 人物二 人物一 慰劳 完 三军 回程 路过 一个 山包 空和尚 请 进 法华寺,1
 人物二 人物一 陀 古龙 护住 押运 粮车 以前 丢失 粮车 夺回,1
 娶 山 马关 总兵 裴仁基 之女 裴翠云 为妻 后育 两子 长子 人物二 次子 人物一 一女 程美 环,1
 人物二 人物一 出场 自然 当场出丑,1
 左车轮 缠斗 罗通 碧海 丹心 佛战住 秦 秦怀玉 董魁 战住 人物二 人物一,1
 人物二 人物一 出场 哥俩 个费 半天 劲 红幔 幔 弓拉个 半满,1
 人物一 人物一 金陵 十二钗 人物二 妹妹,1
 人物一 人物二 妹妹,1
 蓼 风轩 人物一 人物一 金陵 十二钗 人物二 妹妹,1
 人物一 身份 研究 书里 说惜 春 宁国府 人物二 胞妹 没有 提到 贾敬 女儿,1
 贾敬 生 人物二 长子 人物一 长女,1
 简介 人物一 人物二 妹妹 排行 贾府 四 小姐,1
 金陵 十二钗 图册 判词 人物一 人物一 金陵 十二钗 人物二 妹妹,1
 人物一 金陵 十二钗 之八 宁国府 人物二 妹妹 贾府 四 小姐 爱好 绘画,1
 人物一 贾敬 女儿 人物二 胞妹,1
 人物一 古典名著 红楼梦 中 人物 金陵 十二钗 贾家 四姐妹 中 年纪 最小 一位 宁国府 中 人物二 胞妹,1
 人物一 人物二 胞妹,1
 人物一 人物二 妹妹,1
 红楼梦 中 人物一 人物一 金陵 十二钗 人物二 妹妹,1
 人物一 金陵 十二钗 之八 人物二 妹妹 自小 喜爱 画画,1
 贾敬 生 人物二 长子 人物一 长女,1
 年度 亚军 人物二 人物一,1
 人物二 人物一,1
 名人 之后 队 洪天明 原子鏸 黄宇诗 人物二 人物一,1
 人物一 人物二 秦沛,1
 人物一 演艺 经历 年 人物一 回港 哥哥 人物二 组成 组合 正式 进入 乐坛,1
 演艺 经历 年 人物一 回港 哥哥 人物二 组成 组合 正式 进入 乐坛,1
 女儿 人物一 哥哥 人物二 年 一起 参加 浙江 卫视 真人秀 节目 明星,1
 最佳 人气 王 人物二 人物一 数据 贴,1
 年 月 日 今日 人物二 人物一 秦沛,1
 人物二 回到 终南山 得知 同村 知友 杜 人物一 张,1
 人物一 电视剧 天师 人物二 中 人物二 嫁妹 单元 人物 姚芊羽 饰演,1
 人物一 电视剧 介绍 天师 人物二 浙江 华策影视 公司出品 一部 古装 奇 天师 人物二 张,1
 最终 人物二 戴罪立功 除灭 山 姝 草菅人命 王靖 绳之以法 实际行动 证明 妹妹 人物一 送到 杜家 杜平 喜结良缘,1
 天师 人物二 人物二 嫁妹 人物一 姚芊羽 饰,1
 人物一 镇守 两洛关 看起来 秦王 业对 人物一 重视 不像 兄长 人物二 重要 其实 这是 错误,1
 公孙业 相关 人物 图册 秦王 公孙业 相关 人物 图册 右图 所示 人物二 人物一 皇甫 欧 令狐 俭 令狐 静 温良 娣 上官 殊 张酬,1
 介绍 人物一 字壮 秦王 次子 兄长 世子 人物二 字坚,1
 人物一 著名 功夫 影星 人物二 妹妹,1
 见习 黑玫瑰 幕后 花絮 人物二 扶持 妹妹 人物一 便 妹妹 人物一 影片 中 出演 紫藤 女,1
 人物二 妹妹 人物一 第一届 国际 太极拳 邀请赛 银牌,1
 幕后 花絮 人物二 扶持 妹妹 人物一 便 妹妹 人物一 影片 中 出演 紫藤 女,1
 靖阳 公主 内容简介 初封 清阳 公主 嫁给 唐玄宗 人物一 哥哥 人物二,1
 年 开元 七年 人物一 父亲 王仁皎 去世 其子 人物二 请求 援用 窦孝谌 先例 修筑 五丈 一尺 高 坟墓,1
 四 人物一 废 人物二 受 贬,1
 玄宗 即位 人物一 遭 武惠妃 陷害 废 牵连到 人物二 赐死,1
 开元 十一年 年 人物一 废 人物二 先 贬 赐死,1
 韦后 太平公主 政治 较量 中 人物一 亲自 参与 策划 还拉上 孪生 哥哥 人物二 参加 双双 立下 不世之功,1
 初封 清阳 公主 嫁给 唐玄宗 人物一 哥哥 人物二,1
 李静莉 饰演 人物一 符厌 废 皇后 无子 地位 受损 加上 姜皎 事 皇后 之兄 人物二 害怕 遂 导致 符厌 事件 发生,1
 庶子 人物一 人物二 死后 袭爵 汉寿 亭 侯,1
 人物一 人物 概述 人物一 历史 概况 人物一 关兴 庶子 兄长 人物二 去世 继承 爵位,1
 人物一 关兴 庶子 人物二 死后 承袭 其位,1
 有子 人物二 人物一,1
 人物一 关兴 次子 人物二 死后 承袭 其位,1
 人物二 死 之后 没有 儿子 继承 遂 找 关兴 庶子 人物一 继承,1
 人物一 关兴 之子 人物二 死后 承袭 其位,1
 人物二 无子 去世 关兴 庶出 之子 人物一 延续 爵位,1
 人物一 平原君赵胜 兄弟 人物二 弟弟 赵孝成王 叔叔 平原君 谓 人物一 曰 公子 牟游 ① 秦 东 而辞 应侯,1
 人物二 赵何 安阳 君 赵章 人物一 赵豹 平原君 赵胜,1
 人物一 平原君赵胜 兄弟 人物二 弟弟 赵孝成王 叔叔,1
 人物二 二十七年 前 年 人物二 封 赵豹 人物一,1
 迎面 见 灯火 问讯 陈家庄 人物一 人物二 兄弟 做 斋 事,1
 人物一 六十四岁 一女 取名 陈一 称金 年方 八岁 人物二 五十多岁 男孩 取名 陈关保 年 七岁,1
 人物二 名著 西游记 中 人物 车迟 国元 会县 陈家庄 人士 一弟 人物一,1
 人物一 人物二 从祖弟 河东 汾阴人,1
 先是 憕 薛憕 从祖 真度 人物一 与族祖 族 祖裹义 安都 人物二 拥徐 兖归魏 其子 怀隽 薛怀 隽 见 憕 甚相 亲善,1
 先是 憕 薛憕 从祖 真度 人物一 与族祖 安都 人物二 拥徐 兖归魏 其子 怀隽 薛怀 隽 见 憕 甚相 亲善,1
 人物一 连忙 磕头 以示 感谢 人物二 一起 离开 心里 一定 高兴 免过 一死 意料不到 死神 依然 招手,1
 可怜 表情 吕雉 说 不想 死 人物一 表哥 人物二,1
 人物一 连忙 磕头 以示 感谢 人物二 一起 离开,1
 人物一 跪 人物二 面前 求 救 一命 人物二 吕雉 说出 计策 吕雉 这才 答应 饶 人物一,1
 人物一 听到 流着 眼泪 求着 吕雉 饶 一命 人物一 表哥 人物二,1
 人物一 人物二 妹妹 美丽 善良 女孩 朱重八 青梅竹马 相爱,1
 相关 人物 人物二 祖先 王肖恩 人物一 同父异母 哥哥 祖先 非常 痛恨 黑衣 社,1
 最终 狄公 攻破 黑暗 之山 逮捕 人物一 救出 被困 人物二 房哲,1
 人物一 仰慕 依赖 异母 兄长 人物二 深深 爱慕 烟雨 弟弟 烟雨 感情 令 内心 倍感 痛苦,1
 年 月 日 韩佳人 金秀贤 金敏瑞 联袂 主演 电视台 播出 水木 剧 拥抱 太阳 月亮 饰演 人物一 兄长 人物二,1
 人物一 人物 设定 人物二 弟弟,1
 岸田隆宏绘 角色 人设 图 人物二 人物一 圣边 琉璃 马克斯 桑德谢 尔特 田中汤姆,1
 人物一 曝光 人物二 一家 日前 现身 恒隆 广场 人物二 贵气 妈妈 之外 人物二 弟弟 人物一 照片 拍,1
 人物一 天龙八部 续 风云 再起 小说 人物 虚竹 女儿 哥哥 人物二,1
 周娥皇 南唐 司徒 周宗 长女 李煜 第一任 皇后 育二子 人物二 人物一,1
 小字 娥 皇 南唐 司徒 周宗 长女 李煜 第一任 皇后 育二子 人物二 人物一,1
 大周 后生 两个 儿子 人物二 人物一 中主 李璟 特赐 烧槽 琵琶,1
 九月 封 长子 人物二 清源 公 次子 人物一 宣城 公,1
 人物一 字 众念 人物二 弟,1
 不息 激情 采访 秦基伟 夫 唐贤 美 女儿 秦 晼 江 儿子 人物二 人物一,1
 梁王 人物二 重要 家庭成员 兄长 太子 刘 伋 周王 人物一 齐王 刘 偃,1
 人物二 感冒 缺席 军训 部分 人物一 代班,1
 锦绣 未央 人物二 人物一 亲哥哥 一直 追查 未央 身份,1
 人物一 烈士 年 出生 微山县 欢 城镇 蒋慈 庄村 系 人物二 同胞兄弟 年 滨海区 抗日战争 前线 牺牲,1
 人物一 烈士 系 人物二 同胞兄弟 年 滨海区 抗日战争 牺牲 兄弟二人 为国捐躯,1
 人物二 人物一 之弟,1
 人物二 追赶 女将 巴秀琳 问 月 庵 巴秀琳 成婚 人物一 前往 接应 兄长 遇上 美女 王素 娟 强迫 嫁给 兄弟 双双 成亲,1
 钱彩 说岳 全传 中 韩滔 孙子 人物二 人物一 收留 落难 岳雷,1
 人物一 人物二 进入 洞府 其他人 领悟 机缘,1
 人物二 人物一 大哥 实力 极高 十分 爱护 弟弟,1
 人物一 人物二 率先 突破 雷劫 踏上 仙岛 雷劫 随之 减弱,1
 王琳 人物一 人物二 姑姑 当初 灭门 一夜 带 人物一 人物二 逃出 忍辱负重 级 神武 血脉 实力 强大,1
 期间 人物二 九关 归来 人物一 九关 不同 欲 灭亡 人物二 七情六欲 神龙 知晓 心乱如麻 人物二 想要 变强 神龙 送往 某处 修炼,1
 之后 虎榜 之战 罗家 罗逸 人物二 斩杀 人物一 顺位 成为 虎 榜 第十,1
 斗 龙战士 人物一 人物二 天蝎星 龙 双鱼 星龙 射手 星龙 米拉,1
 身高 人物一 身高 推算 人物二 站 起来 可能,1
 钱 事 集 人物二 沈阳 于月仙 人物一,0
 人物二 夫妇 于月仙 娘家人 场外 沈阳 王小宝 人物一 人物二 徒弟 纷纷 赶到 长春 道贺,0
 该剧 人物二 率领 沈阳 于月仙 人物一 赵家 班 成员 主演 故事 取材于 本山 传媒 旗下 辽宁 民间艺术团 里 真人真事,0
 大赛 期间 举办 脱口秀 比赛 这下 发挥 人物一 强项 比赛 结束 之后 人物一 第一 有幸 成为 人物二 徒弟,0
 当天 人物一 接受 采访 时 表示 这回 刘玲辉 结婚 人物二 早早 嘱咐 停下 手头 活儿 参加,0
 年 首届 人物二 杯 二人转 大奖赛 时 人物一 听说 比赛 觉得 机会 想 参赛 临近 比赛 时 不想,0
 孟令宇 孙博 执导 毕畅 贺树峰 人物一 贺树峰 王小利 刘小光 人物二 联合 主演 农村 题材 剧,0
 程红 找 过来 人物二 面 表演 师傅 看后 挺 满意 马上 团长 人物一 安排 进团 事,0
 老少 乐 相声 老少 乐 表演 人物二 人物一,0
 相声 五官 争功 表演者 人物二 赵炎 王金宝 冯巩 人物一,0
 送 红包 表演者 人物一 人物二,0
 相声 人物一 冯巩 笑林 李国盛 姜昆 唐杰忠 石富宽 王金宝 赵炎 人物二 已故 侯耀文 已故,0
 数字 生活 表演者 人物一 人物二,0
 人物一 早年 从师 人物二 两人 之间 师徒 感情 深厚,0
 找 名牌 表演者 人物一 人物二,0
 人物二 姜昆 赵炎 人物一 冯巩 笑林 王谦祥 李增瑞 韩兰成 刘喜尧 彭子,0
 人物一 称 人物二 喜欢 吃 炸酱面 去世 那天 早上 可能 吃 面 晕倒,0
 五官 争功 介绍 群口 相声 五官 争功 人物二 创作 年 中央电视台 春节 联欢晚会 人物一 冯巩 赵炎 王金宝 表演,0
 相声 李金斗 陈涌泉 冯巩 牛群 姜昆 唐杰忠 笑林 已故 李国盛 人物一 人物二 已故 师胜杰,0
 人物二 先生 搭档 人物一 合说 一段 找 名牌,0
 相声 老少 乐 表演 人物二 人物一,0
 相声 人物一 冯巩 笑林 李国盛 姜昆 唐杰忠 石富宽 王金宝 赵炎 已故 人物二 侯耀文,0
 相声 五官 争功 合作 演员 人物二 赵炎 人物一 冯巩,0
 五官 争功 表演者 人物二 赵炎 人物一 王金宝 冯巩,0
 相声 李金斗 陈涌泉 冯巩 牛群 姜昆 唐杰忠 笑林 李国盛 人物一 人物二 已故 师胜杰,0
 相声 王平 唐杰忠 王谦祥 李增瑞 常贵田 王培元 姜昆 戴志诚 牛群 冯巩 人物一 已故 人物二,0
 投师 人物二 门下 学习 相声 创作 表演 人物一 搭档 活跃 于津 京 舞台,0
 传谣 表演者 人物二 赵炎 人物一 姜昆,0
 人物二 弟子 人物一,0
 其实 冯巩 姜昆 人物一 一辈 祖师爷 马三立 师爷 侯宝林 人物二 只能 算是 师父,0
 相声 王平 唐杰忠 王谦祥 李增瑞 常贵田 王培元 姜昆 戴志诚 牛群 冯巩 人物一 人物二 已故,0
 表演者 人物二 赵炎 冯巩 人物一 王金宝 王谦祥 李增瑞 戴志诚 郑健,0
 人物二 赵炎 人物一 冯巩 王金宝 演出,0
 相声 人物一 冯巩 笑林 已故 李国盛 姜昆 唐杰忠 石富宽 王金宝 赵炎 人物二 已故 侯耀文 已故,0
 相声 老少 乐 表演者 人物二 人物一,0
 人物二 很着急 说 抢救 大熊猫 抢救 人物一,0
 制片 主任 李中伟 詹世常 演员 赵炎 人物一 郑健 人物二,0
 丁卯年 相声 人物一 冯巩 笑林 李国盛 姜昆 唐杰忠 石富宽 王金宝 赵炎 人物二 已故 侯耀文,0
 相声 李金斗 陈涌泉 冯巩 牛群 姜昆 唐杰忠 笑林 李国盛 人物一 已故 人物二,0
 表演 人物二 人物一,0
 老少 乐 表演者 人物二 人物一,0
 人物一 早上 八点 接到 电话 开车 赶到 医院 时 人物二 老师 已经 去世,0
 艺术 顾问 人物一 人物二 高徒 国家一级演员 中国 广播 说唱团 副团长,0
 富 以后 表演者 人物二 人物一,0
 丙子年 相声 王平 唐杰忠 王谦祥 李增瑞 常贵田 王培元 姜昆 戴志诚 牛群 冯巩 人物一 人物二 已故,0
 风格 赞 表演者 人物二 赵炎 人物一 姜昆 冯巩,0
 五官 争功 台词 注 人物二 演 脑袋 冯巩 演 眼睛 王金宝 演 鼻子 人物一 演 耳朵 赵炎 演嘴,0
 相声 送别 表演者 人物一 人物二,0
 年 春节 联欢晚会 人物二 人物一 一起 合作 相声 老少 乐 体现 老少 乐 韵味,0
 己巳年 相声 李金斗 陈涌泉 冯巩 牛群 姜昆 唐杰忠 笑林 李国盛 人物一 人物二 已故,0
 第三场 人物二 先生 搭档 人物一 合说 一段 找 名牌,0
 训徒 表演者 人物二 人物一 兰成,0
 一仆二主 表演者 人物二 人物一 赵炎,0
 相声 五官 争谦 合作 演员 人物二 赵炎 人物一 冯巩 王谦祥 李增瑞 戴志诚 郑建,0
 送别 表演者 人物一 人物二,0
 樱桃红 宋小宝 人物一 杨冰 人物二,0
 月 日 樱桃红 人物二 宋小宝 人物一 王天泽 彭雨柔 关婷娜 赵海燕 蔡维利 杨议 沈阳 张可,0
 喜迎 第七届 红荷节 刘老根 舞台 人物二 沈阳 人物一 于月仙 谢大脚 刘流 刘大脑袋 王小利,0
 透露 作品 人物二 亲自 操刀 沈阳 人物一 丫蛋儿 王金龙 位 精英 全新 打造,0
 樱桃红 扮演 王云 合作 演员 人物二 宋小宝 人物一,0
 人物一 初次 担纲 女主角 宋小宝 担任 男主角 人物二 沈阳 赵海燕 红孩 联合 出演,0
 月 日 樱桃红 人物二 宋小宝 人物一 王天泽 彭雨柔 关婷娜 赵海燕 蔡维利 杨议 沈阳 张可,0
 影片 制作 演员 挑选 人物二 人物一 懂事 孩子 沈阳 付出 很多,0
 电视剧 爹妈 满院 艺术大师 人物二 携 爱徒 沈阳 宋小宝 人物一 王小利 精美画册 张,0
 樱桃红 集 宋小宝 人物一 人物二 杨冰,0
 樱桃红 宋小宝 人物一 杨冰 人物二,0
 樱桃 导演 演员 人物一 沈阳 人物二 年,0
 樱桃 集 人物一 宋小宝 人物二 沈阳,0
 该剧 人物二 携 爱徒 沈阳 人物一 宋小宝 王小利 刘小光 赵海燕 关婷娜 孙立荣 出演,0
 饿 沈阳 唱 一首 歌曲 人物二 作曲 汤军 豪 作词 人物一 编曲,0
 樱桃红 人物二 宋小宝 人物一 王天泽,0
 剧中 人物二 携 爱徒 沈阳 人物一 毕畅 同台 演绎 赵家 班 尽显 搞笑 之能事,0
 汤潮 沈阳 人物一 丫蛋 王金龙 打造 音乐 小品 真的 想 回家 惹 观众 洒泪 值得一提的是 作品 人物二 亲自 把关,0
 江苏 卫视 春节 联欢晚会 搭档 于谦 孟非 人物二 人物一,0
 期 郭德纲 人物二 高徒 嘉宾 人物一 宋小宝,0
 第一节 人物一 拜师 人物二,0
 防御 路线 走 人物二 人物一 相应 点灯,0
 拜师 人物二 成其 高足 人物一,0
 周伯通 金庸 小说 射雕 英雄传 神雕侠侣 中 人物 中 神通 人物二 师弟 人物一 师叔,0
 吕 祖传 道 人物二 马丹阳 人物一 一脉相承 北宗,0
