id,sent,softmatch_score,softmatch
789, 成帝 晚年 沉溺 声色 人物二 人物一 姐妹 纵情 淫乐 政事,0.9066474,0
790, 二赵 释义 二赵 中国 西汉时期 著名 美女 人物二 人物一 合称,0.90868896,0
791, 人物二 人物一 汉代 美艳 动人 姐妹花,0.91084653,0
792, 汉 宫里 风流 荒淫 往事 汉成帝 人物二 人物一 姐妹,0.90543425,0
793, 赵氏 姐妹 人物二 人物一 入宫 改变 整个 后宫 局面,0.9056824,0
794, 二赵 中国 西汉时期 著名 美女 人物二 人物一 合称,0.9087359,0
795, 人物二 人物一 两 姊妹 不能 称其为 妓女 但殊 同途,0.9085437,0
796, 人物二 人物一 阳阿公主 收留 定陶 太后,0.90775806,0
797, 四 两个 女人 人物二 人物一,0.90626234,0
798, 人物二 姊娣 含 人物一,0.98087615,0
799, 人物二 人物一 几个 红颜 成 薄命,0.91484976,0
800, 该剧 描述 西汉时期 著名 美女 人物二 妹妹 人物一 传奇一生 故事 古装 电视剧 年 正式 发行,0.9055343,0
801, 人物二 人物一 双胞 姐妹花 流落 街头 成为 歌女 再到 飞上 枝头 变凤凰,0.9031305,0
802, 汉书 记载 汉成帝 皇后 人物二 之妹 美女 人物一 所创 一种 眉型 眉如 远山 含翠 因其美 世人 争相 效仿,0.9084951,0
803, 小聪明 害死 人物二 人物一 姐妹,0.9218111,0
805, 人物二 父亲 冯 万金 做 江都 王府 里 舍人 江都王 孙女 姑苏 郡主 私通 生下 人物二 人物一 两个 孪生姐妹,0.90597665,0
806, 赵昭仪 人物一 原 姐 人物二 同封 婕妤 后晋 为昭仪,0.9139524,0
807, 公元前 年 人物二 人物一 出世 人物二 人物一 一对 双胞胎 姐妹花 出 生于 公元前 年,0.9336977,0
808, 西汉 美女 人物二 人物一 合称 二赵 典故 名 典出 汉书 卷 九十七 外戚 列传 孝成 赵 皇后,0.91874796,0
809, 不久 人物二 册封 皇后 人物一 成 昭仪 毫不相干,0.910232,0
810, 人物二 燕 啄 皇孙 汉书 里 记载 成帝 死后 司隶 解光 人物一 杀害 许美人 女官 曹宫 之子 奏疏 动机 想 惩罚 人物二,0.90634847,0
812, 人物二 如愿 成为 皇后 人物一 封为 昭仪 位比 亲王,0.90333736,0
813, 汉成帝 刘骜 人物二 人物一,0.94090277,0
814, 释义 二赵 中国 西汉时期 著名 美女 人物二 人物一 合称,0.90984243,0
815, 人物二 有个 妹妹 人物一 更 迷人 召 进宫,0.9084518,0
816, 远离 长安 傅昭 仪在 回 定陶 路上 收养 赵氏 姐妹 后来 人物二 人物一 尽心 培养 成为 棋子,0.9198183,0
817, 平阳公主 后来 收养 人物二 人物一 姐妹 二人 介绍 弟弟 汉成帝,0.9151473,0
820, 永始 元年 前 成帝 立 人物二 皇后 封 人物一 为仪 居 昭阳 宫 皆 黄金 白玉 明珠 翠羽 装饰,0.90464425,0
821, 飞燕 外传 其实 不能 称作 书 廖 廖 数千 字 性行为 中心 叙说 人物二 人物一 姊妹 汉成帝 之间 恩怨 纠葛,0.9202931,0
822, 燕赤凤 野史 人物二 做 皇后 成帝 宠爱 渐渐 衰减 妹妹 人物一 成帝 备加 宠爱 封为 昭仪 住 昭阳 宫中,0.9052525,0
823, 人物二 人物一 阳阿公主 收留 定陶 太后,0.90775806,0
824, 后来 姐姐 人物二 无法 产下 皇子 人物一 人物二 解围 免遭 废,0.9243292,0
825, 奸妃 中国 历代 奸妃 夏 妺 喜 商 妲 周 褒 姒 汉 人物一 人物二 三国 郭女王,0.906072,0
826, 汉成帝 立 人物二 皇后 封 人物一 为昭仪,0.90043044,0
828, 人物二 听 充华 赵粲 妹妹 人物一 一同 谋害 太子,0.91519344,0
829, 子女 人物二 人物一 贾黎 民,0.9278294,0
830, 董承 董旻 董昭 董厥 董衡 董袭 虞翻 人物一 贾充 人物二,0.91128755,0
831, 人物二 族兄 贾模 从舅 郭彰 妹妹 人物一 之子 贾谧 司马玮 司马繇 一同 干预 国事,0.9016509,0
833, 董袭 虞翻 人物一 贾充 人物二,0.944667,0
834, 原本 希望 人物二 韩寿 之女 太子妃 人物二 人物一 双双 反对 作罢,0.92312926,0
835, 郭槐 过世 人物二 仍然 宠信 人物一 赵粲 三人 计划 废杀 司马遹,0.90343195,0
836, 郭槐 临终 人之将死 其言也善 一直 谆谆嘱咐 女儿 人物二 太子 慈爱 不可 听从 人物一 贾谧,0.911508,0
837, 年 贾充 结婚 生 人物二 人物一 二女,0.9057763,0
840, 之后 金墉城 废 庶人 收捕 人物二 党羽 赵粲 人物一 程据,0.9019348,0
841, 同日 逮捕 人物一 赵粲 人物二 党羽 送至 暴室 杖 毙,0.903065,0
842, 人物一 人物二 妹妹 后来 缘故 人物一 韩寿 遇害,0.91344136,0
843, 人物二 最初 曾经 假装 有孕 实则 取 人物一 韩寿 之子 韩慰 祖 宣称 晋武帝 丧 期内 生之子 不曾 公开,0.93089646,0
844, 人物一 政变 杀 人物二 杀害 司马遹 赵 王司马伦 借此 名义 发动 政变 引兵 入宫 先杀 贾谧 再遣 齐王 司马冏 前往 废后,0.90454936,0
845, 孙女 黄素 琼 人物二 人物一 母,0.90770507,0
846, 张志沂 年 年 又名 张廷重 河北 丰润 清末 名臣 张佩纶 李鸿章 女 李菊 耦 独子 人物二 人物一 父亲,0.9174881,0
847, 人物一 想起 人物二 总是 想起 钻石,0.9116904,0
848, 孙宝琦 七 女儿 孙用 番 嫁给 张廷重 张佩纶 儿子 人物二 人物一 父亲,0.9180509,0
849, 喜欢 人物二 弟弟 人物一 见了面 吃饭 不留 想起 人物二 常常 令 弟弟 吃闭门羹,0.9182955,0
850, 一年 黄逸梵 岁 留下 两个 孩子 一个四岁 女儿 人物二 一个三岁 儿子 人物二 弟弟 人物一,0.9001723,0
851, 少年 时想 走出 旧时代 家 童年 时 人物二 人物一 抱 一双 球鞋 姑姑 处见 母亲 母亲 说 负担 不起,0.9166217,0
854, 人物一 哭 人物二 哭 怀疑 母亲 人物二 活生生 地上 一课 学会 严酷 现实 面前 保持 理性 动用 激情,0.90302473,0
855, 姊妹 人物二 年 文汇出版社 出版 图书 作者 人物一 季季,0.9142196,0
856, 姊姊 人物二 人物一,0.9769718,0
857, 年 讲述 人物二 一生 人物传记 题材 剧 上海 往事 中 饰演 人物二 弟弟 人物一,0.90637827,0
858, 姐姐 人物二 人物一 编写 吉林 出版 集团 有限责任 公司 出版 一本 书籍,0.901297,0
859, 寻访 人物一 再见 人物二 季季,0.93688136,0
860, 人物一 那天 姑姑 上班 人物二 在家 家中 母子 二人 家里 安安静静 原该 一个 柔情 涌动 气场,0.9023537,0
861, 人物二 去世 第二年 人物一 去世 没有 文字描述 去世 时 情形 希望 不要 姐姐 冷清 一个 有点 怕冷,0.90598893,0
862, 年 出版 传记 姊姊 人物二 人物一 合著,0.9361516,0
863, 寻访 人物一 再见 人物二,0.94286716,0
864, 人物一 女 电视剧 天下第一 中 角色 段天涯 之妻 人物二 之妹 长得 雪姬,0.9064264,0
865, 妹妹 人物二 人物一,0.9336888,0
866, 人物一 人物 关系 姐姐 人物二 黄圣 依饰,0.94892824,0
868, 人物一 人物 设定 神话 中 人物一 人物一 电视剧 神话 中以 历史 人物二 之妹 吕 媭 原型 改造 女性 角色,0.9049787,0
869, 秦美人 人物一 人物一 人物二 妹妹 温柔 美丽 品性 善良 姐姐 人物二 完全 不同,0.91371435,0
870, 人物一 人物一 人物二 妹妹 温柔 美丽 品性 善良 姐姐 人物二 完全 不同,0.91414803,0
871, 人物一 劝 人物二 干脆 承认错误 人物二 同意 想 办法 筹钱 人物一 东西 拍卖 刘梅 发现 人物一 险些 说漏嘴,0.9011218,0
872, 东海 了解 人物二 反常 行为 雇佣 人物一 跟踪 人物二 刘梅 发现 人物一 行动诡秘 收买 夏雨来 跟踪 人物一,0.9013908,0
874, 人物二 体育课 扭伤 脚 人物一 愿意 道歉,0.92381096,0
876, 人物二 帮助 人物一 怪客 软禁 在家,0.9107588,0
877, 他成 营养品 学习机 代理商 使用 产品 人物二 人物一 吃苦头,0.90804714,0
878, 邻近 商人 夏雨 人物二 人物一 做生意 利用 人物一 没 做完作业 公式 欺骗 人物一 一夜之间 赔上 身家,0.9149774,0
879, 身份 人物二 夏雨 生父 人物一 继父,0.9226017,0
880, 后来 人物二 人物一 采取 贿赂 手段 夏雨 父母 汇报 假消息,0.9117737,0
883, 两个 小孩子 人物一 人物二 却成 冤家对头 争斗 升级,0.9012689,0
885, 小汇报 夏雨 无意 中 人物一 人物二 秘密 透露 父母 得到 奖励,0.9028573,0
886, 夏雨 身份 夏东海 小儿子 人物二 人物一 之弟,0.9297688,0
887, 人物二 两个 追星族 吴江 张洋 想 讨好 人物二 人物一 夏雨 打听 人物二 爱好 想讨 欢心,0.90713173,0
889, 人物一 人物二 商量 以身作则 教育 两个 小孩 懂得 互相 包容,0.90138227,0
890, 人物一 越作 越 过分 人物二 终于 忍无可忍,0.90057003,0
891, 无事生非 人物二 大嫂 外号 引来 家里人 担心 人物一 想 出 妙计 方刚 约,0.93008304,0
892, 人物二 人物一 为首 孩子 花园 保卫战,0.9011402,0
895, 人物一 身份 刘梅 儿子 夏雨 之兄 人物二 之弟,0.914046,0
896, 医院 回来 人物二 人物一 嘴硬 不肯 服输 装做 样子,0.90029794,0
898, 人物一 人物二 借鞋 偷 穿,0.9163548,0
900, 后来 人物二 认识 错误 化学 复习 目送 人物一 拿出 鞋 人物一 穿,0.9036578,0
901, 身份 医院 护士长 人物一 生母 人物二 夏雨 继母,0.90792644,0
902, 林凡 后来 人物一 来到 夏家 人物二 直接 沟通 林凡 认为 人物二 不可理喻 人物二 一刀两断 生气 离去,0.91357726,0
903, 心虚 人物一 人物二 利诱 小雨 替罪羊,0.957811,0
907, 假期 里 人物二 当上 一名 图书 促销员 人物一 夏雨拿 表叔 周正 头发 搞 拍卖会 人物二 几经 挫折 最后 取得 成功,0.9178659,0
908, 青春 变奏曲 人物二 爱 打扮 街上 遭到 小流氓 欺负 人物一 双节棍 小流氓 格斗 姐姐 出气 鼻青脸肿,0.90141684,0
913, 后来 人物二 追问 人物一 最终 告诉 第一名 假,0.90930796,0
914, 小汇报 夏雨 无意 中 人物一 人物二 秘密 透露 父母 得到 奖励,0.9028573,0
915, 人物一 失望 辞去 学习 委员 职务 人物二 开导 走出 阴影,0.90981096,0
917, 人物一 人物二 姐妹 铁笔 拜入 蜀山 派,0.91073745,0
918, 铁笔 罡 斩 徒弟 便 草谷 师侄 人物二 罡 斩 长老 亡故 铁笔 人物一 因锁 妖塔 原因 成为 蜀山 七圣 辈分 变为 草谷 师弟妹,0.90118307,0
919, 人物一 找 人物二 告诉 第一次 代表 师门 出席 武林 盛事 紧张,0.9066131,0
920, 仙剑 五前 传 中 人物一 活泼 姐姐 人物二 蜀山 弟子 经常 师兄 铁笔 一起 外出 共事 经历 人物二 参与 盗鼎 事件 变为 冷淡,0.9035941,0
921, 据悉 蜀山 弟子 人物一 人物二 无心 法师 中 人气 飙升 女一号 金晨 饰演,0.9030725,0
922, 人物一 听从 人物二 下山 除妖 人物二 约定 二人 再见 时要 互相 聊 路途 新鲜事,0.9071312,0
923, 人物二 离开 人物一 不再 过去 开朗 活泼 变得 严肃 淡然 人物二 思念 封存 心底 没 提起过 人物二 事,0.9008828,0
924, 仙剑 奇侠传 五前 传 人物二 人物一 炎舞,0.9019204,0
925, 人物一 回到 蜀山 时 刚好 遇到 人物二 参与 盗鼎 事件 震惊 人物一 始终 沉默 之中,0.9078192,0
926, 摇光宫 闯过 人物一 第一阵 龙幽 人物二 龙溟 事情 告诉 人物一 告诉 人物一 道长 人物二 想念,0.900989,0
928, 仙剑 奇侠传 五 人物一 人物二,0.92530817,0
929, 师侄 中有 人物二 人物一 希恒,0.93861544,0
931, 人物二 人物一 扮演者,0.9692773,0
932, 人物一 角色 关系 亲人 父母 未知 亲生 姐姐 人物二,0.901175,0
935, 人物二 人物一 炎舞,0.9892459,0
936, 人物二 心怀 苍生 妹妹 人物一 蜀山 最受 期待 弟子,0.92275536,0
937, 人物一 考虑 姐姐 人物二 刚 卷入 盗鼎 风波 中 适合 说 妖魔 事,0.90416,0
938, 人物二 人物一 铁笔 原 师侄 人物二 谢沧行 亡故 铁笔 人物一 因锁 妖塔 原因 成为 蜀山 七圣 辈分 变为 玉书 师弟妹,0.9069628,0
939, 人物二 人物一 铁笔 原 师侄 人物二 谢沧行 亡故 铁笔 人物一 因锁 妖塔 原因 成为 蜀山 七圣 辈分 变为 青石 师弟妹,0.90514153,0
942, 继乐 误会 救 人物一 人物一 多添 几分 好感 人物二 顺水推舟 二人 成全,0.9004732,0
943, 之后 知道 人物一 亲生 姊妹 关系 高兴 非常 人物一 欺骗 显得 不忿 幸好 人物一 肯 人物二 剧照 张,0.9022724,0
944, 健儿 了解 小女儿 人物一 欲 父爱 心态 惦念 女儿 人物二 加上 多年 游德 其实 未 忘情 欲 港 一家 团聚,0.9070019,0
945, 人物一 继乐 日久生情 人物二 关系 缓和 一点 终向 人物二 说出 少女 心事 不知 人物二 继乐 倾慕 之情,0.9005582,0
947, 人物二 急于 助泳会 四出 找 队员 加入 泳队 期间 遇上 亲 妹妹 ─ 人物一,0.90191895,0
951, 背景 遭遇 父亲 游德 年代 飞鱼 王子 母亲 水 健儿 一直 担当 家庭主妇 照顾 人物二 妹妹 人物一,0.90959287,0
952, 游德 艾威 水 健儿 邓萃雯 人物二 陈文媛 人物一 唐宁 汤继乐 萧正楠 潘小凤 邓丽欣 温柔 傅颖 沈鱼 陈文静,0.9087699,0
953, 全给 人物一 眼内 逞强 心 人物一 没有 误会 即时 澄清 成为 亲 姊 人物二 之间 一道 刺,0.9196309,0
954, 人物二 看出 人物一 魔鬼 队 开心 念 姊妹 之情 人物一 出头,0.9129597,0
956, 人物二 知道 此事 令 人物一 增添 压力 魔鬼 队 教练 唆 摆下 人物一 一时 意气 竟 选择 变节 魔鬼 队,0.919441,0
957, 人物一 取笑 观音 兵 众多 人物二 年初 自爆 留有 长发 初恋 男友 徐钰恒 分手,0.90189475,0
958, 女儿 何超云 年 出生 龙 鳯 胎 妹妹 弟弟 人物二 人物一,0.905489,0
959, 人物一 生于 年 月 日 赌王 何鸿燊 三 姨太 陈婉珍 儿子 同胞 姐姐 人物二,0.91627425,0
960, 人物一 成人礼 赌王 一对 龙凤胎 人物二 人物一 懂得 打扮 每次 派对 会 成为 焦点,0.9094883,0
961, 人物二 人物一 岁 属 羊 今年底 爱情 运大旺 整年 甜甜蜜蜜,0.9052257,0
962, 吴克群 献唱 写诗 追 筹得 万港元 人物二 胞弟 人物一 坐在 观众席 第二排 欣赏,0.9008444,0
964, 人物一 运势 相反 龙凤胎 姐弟 人物二 人物一 齐 堕 爱河 龙凤胎 是否 桃花运 一起 走,0.9090068,0
965, 金 时空 人物二 人物一 姐姐 中途 加入 终极 一班 人称 冷面 冰美人 南区 高校 一狠 角色 不苟言笑 很难 亲近,0.91058224,0
966, 人物二 之妹 从小 被遗弃 南洋 海林 终于 年 之后 父母 人物一 身上 一直 挂 项链 认回 人物一,0.9032616,0
967, 终极 一班 中 人物二 蔡函 岑饰 人物一 蔡宜臻饰 姐妹 扮演者 姐妹,0.9105667,0
968, 寒熊 人物一 人物二 妹妹 从小 被遗弃 南洋 海林 终于 年 之后 父母 人物一 身上 一直 挂 项链 认回 人物一,0.9181013,0
969, 人物二 之妹 从小 被遗弃 南洋 海林 终于 年 之后 父母 人物一 身上 一直 挂 项链 认回 人物一,0.9032616,0
970, 班里 转 两位 新 同学 排行榜 排名 第七 人物二 从小 猿人 养大 金刚 妹妹 人物一,0.91781795,0
971, 金 时空 雷婷 汪 天养 刀 疯 美好 刀 鬼 人物一 人物二 登龙 止水 林晨 晞 武屍 晞,0.90136856,0
972, 一天 夏 老板 来到 画展 沉默 一幅 人物一 自画像 前 凝视 将近 半天 时间 人物二 说 买下 这幅 画,0.92706907,0
973, 人物二 演艺圈 打拼 弟弟 人物一 一病不起 一个 意外 人物一 死 手术台上 原因 竟是 洛熙,0.9031455,0
974, 出自 泡沫 之夏 Ⅰ 喜欢 人物二 泡沫 之夏 人物一 姓名 人物一,0.91990954,0
975, 人物二 演艺 经历 人物一 洛熙 参加 超级 巨星 唱 黑猫 牛奶 彩虹 广场 唱 钻石,0.91417027,0
976, 画展 之初 前来 参观 并不多 人物二 欧辰 珍恩 每天 大多数 人物一 生前 老师 好友 同学,0.91066307,0
978, 徐齐聃 姐姐 人物二 妹妹 人物一 太宗 高宗 贤妃 婕妤 姐妹俩 文藻,0.9321555,0
979, 人物一 唐太宗 贤妃 人物二 之妹,0.9048773,0
980, 人物一 唐太宗 贤妃 人物二 之妹,0.9048773,0
981, 人物二 蜂族 人物一 蜂族 嘎库 喽契 哥库 契人族 湛江云 浪 千山 岳驼 晏河 莫修 霍真 石 雷鸣 项 殷风,0.90304667,0
982, 人物一 角色 形象 人物二 小妹 人物一 个性 活泼 洒脱 较为 任性 说话 直接 言词 犀利 擅长 回旋 刀法 出手 凌厉 毫无保留,0.90646267,0
983, 人物二 蜂族 人物一 蜂族 嘎库 喽契 哥库 喽契 天外 南海 人族 湛江云 浪 千山 岳驼 晏河 莫修 霍真 石 雷鸣 项 殷风,0.9058306,0
984, 人物二 磨刀 弟弟 人物一,0.944632,0
985, 人物一 简介 人物一 男 花家 唯一 男丁 人物二 弟弟,0.9125244,0
986, 人物一 男 人物二 弟弟,0.9131426,0
987, 马英九 美国 留学 期间 周美 青 结婚 后育 两位 女儿 人物二 人物一 参加 国民党 组织 右派 反共 爱国 联盟,0.9031092,0
988, 父亲 马鹤凌 母亲 秦厚修 夫人 周美 青 长女 人物二 次女 人物一,0.9170943,0
989, 马英九 夫人 周美 青育 两女 长女 人物二 次女 人物一,0.9149838,0
990, 李佳霏 坚持 晚宴 同学聚会 主要 海外 朋友 向往 台湾 人物二 人物一 二 姐妹 出席 以尽 地主之谊,0.91137266,0
994, 人物二 宁府 不能 做主 贾珍 爬灰 偷 娶 人物一 天香楼 夜赌 丑事 皆 劝 止不住,0.90074795,0
995, 尤三姐 人物 介绍 尤三姐 红楼梦 中 人物 人物二 继母 带来 女儿 人物一 妹妹,0.9011197,0
996, 金陵 十二 副钗 人物一 人物一 十二 副钗 人物二 继母 带来 女儿,0.9095236,0
997, 尤三姐 尤三姐 十二 副钗 人物二 继母 带来 女儿 人物一 妹妹,0.9052999,0
1000, 儿媳 人物二 因办 丧事 家中 无人 照管 接 继母 妹妹 人物一 尤三姐 来家,0.90216833,0
1002, 人物二 丧事 繁忙 请 母亲 妹妹 人物一 尤三姐 帮忙,0.91605794,0
1005, 贾琏 暗中 纳贾 魏海敏 珍妻 人物二 之妹 人物一 二房 安置 花枝 巷 居住 怀有 身孕,0.90529543,0
1008, 尤三姐 人物 介绍 尤三姐 红楼梦 中 人物 人物二 继母 带来 女儿 人物一 妹妹,0.9011197,0
1009, 人物一 骗人 大观园 之后 便 骂 人物二 道,0.9009453,0
1010, 贾珍 妻子 人物二 见 无人 料理 宁府 事务 继母 两个 妹妹 人物一 尤三姐 接到 府 中,0.9087874,0
1013, 人物一 骗入 大观园 之后 便 骂 人物二 道,0.9026773,0
1014, 人物一 人物一 十二 副钗 人物二 继母 带来 女儿,0.9108741,0
1015, 尤三姐 尤三姐 人物二 继母 带来 女儿 人物一 妹妹,0.9143894,0
1020, 人物一 尤三姐 宁府 人物二 继母 女儿 贾敬 暴死 ． 人物二 料理 丧事 不能 回家,0.9207523,0
1021, 四 尤 尤老娘 人物二 人物一 尤三姐,0.9113743,0
1022, 家庭 长女 人物二 次子 人物一 三女 宋玉致 二弟 地剑 宋智 三弟 银龙 宋鲁 长婿 解 文龙 次婿 少帅 寇仲,0.90537804,0
1025, 天山童姥 北冥 人物二 人物一 无崖子 钟灵 木婉清 阵营 明显 看出 天山,0.9001081,0
1026, 天龙八部 人物一 人物二,0.93886596,0
1027, 其实 影片 中 人物一 戏份 非常少 印象 位 女主角 人物二 巫行云 阿紫 来得 深刻,0.90512913,0
1029, 本片 编剧 人物二 妹妹 天山童姥 取名为 人物一 巫行云 均 取自 诗句 曾经沧海 难为 水 除却 巫山 云,0.90054256,0
1030, 人物一 年 电影 新 天龙八部 天山童姥 中 角色 人物二 妹妹 姐妹俩 均 林青霞 饰演,0.91150874,0
1031, 门派 故事 门下 弟子 天山童姥 人物二 素来 二 师兄 无崖子 争风吃醋 逍遥派 人物一 张,0.91029423,0
1032, 孪生姐妹 人物二 人物一 师姐 巫行云 拜入 天山 派 门下 三人本 无话不谈 姐妹,0.9060311,0
1033, 仙剑 奇侠传 五 前传 凌波 天龙八部 天山童姥 人物一 人物二 行云,0.9222592,0
1034, 人物二 明争暗斗 依然 继 人物二 人物一 巫行云 轻歌曼舞 续,0.9131933,0
1035, 人物二 人物 经历 人物二 独身 进瓦岗 要求 瓦岗 人为 人物一 治 眼睛,0.9163954,0
1036, 裴仁基 人物一 父子 投降 瓦岗后 程咬金 迎娶 裴仁基 之女 人物二,0.9011529,0
1038, 人物二 人物一 接到 瓦岗 魏征 治病 很快 痊愈,0.9073323,0
1041, 康熙 二十五年 生皇 十三 子怡贤亲 王允祥 二十六年 生皇 十三 女 人物二 三十年 生皇 十五 女 人物一,0.9105419,0
1042, 生一子 二女 和硕 怡亲 王允祥 人物二 人物一,0.90376407,0
1043, 十三 爷党 胞妹 十三 公主 人物二 年 年 十五 公主 人物一 年 年,0.93518883,0
1044, 生一子 二女 和硕 怡 亲王 胤 祥 人物二 人物一,0.9013419,0
1045, 怡贤 亲王 胤 祥 胞妹 十三 格格 人物二 年 年 十五 格格 人物一 年 年,0.93719375,0
1046, 入宫 年岁 不详 生一子 二女 和硕 怡 亲王 胤 祥 人物二 人物一,0.9213202,0
1048, 怡 亲王 胤 祥 人物二 人物一,0.9220588,0
1049, 胤 祥 胞妹 十三 格格 人物二 年 年 十五 格格 人物一 年 年,0.9418796,0
1050, 混双 何汉斌 包宜鑫 刘成 人物二 李根 人物一,0.90479535,0
1051, 女 运动员 赵芸蕾 马晋 人物二 人物一 王仪涵 于洋 李雪芮 唐渊渟,0.9023902,0
1052, 女双 人物二 人物一 邓羽婷 包宜鑫,0.9351415,0
1053, 女子双打 于洋 王晓理 田卿 赵芸蕾 成淑 潘攀 包宜鑫 钟倩欣 马晋 汤金华 人物二 人物一,0.9037228,0
1054, 追至 平后 人物一 人物二 再度 发力 稳住 局面 连取 分 逐渐 拉开 分差 追回 一局,0.924366,0
1056, 双打 决赛 女双 决赛 中国 年轻 组合 人物一 人物二 面对 中华 台北 名将 简玉瑾 程文欣 去年 加拿大 公开赛 人物一 人物二 输给 对手,0.90058756,0
1057, 年 澳大利亚 黄金 大奖赛 女双 亚军 简毓瑾 不敌 中国 组合 人物二 人物一 混双 冠军 陈宏麟,0.90315497,0
1058, 年 月 韩国 羽毛球 公开赛 女双 决赛 中 包宜鑫 搭档 汤金华 战胜 同胞 人物二 人物一 夺得 冠军,0.9042129,0
1059, 第二局 人物一 人物二 展开 反击 两人 加强 攻势 开局 领先,0.90687925,0
1060, 人物二 在世 时 一直 人物一 准备 一日三餐 每日 早上 送到 华懋尖 沙嘴 总部 顶楼 人物二 家中,0.91091216,0
1061, 人物一 说 从没 看过 人物二 陈振聪 照片 没 听 龚曾 陈送 礼物,0.9014362,0
1062, 人物二 幼妹 人物一 获 人物二 安排 大学 阁 居住,0.9109388,0
1063, 人物一 香港 华懋 集团 主席 人物二 胞妹,0.91975844,0
1064, 龚仁心 人物 关系 人物二 龚仁心 姐姐 王德辉 龚仁心 姐夫 人物一 姐弟,0.92521447,0
1065, 人物一 畏惧 形势 不知所措 便 人物二 请教,0.9271972,0
1066, 人物二 弟弟 人物一 字泰雍 继嗣 乡侯 官至 卫尉,0.9524366,0
1067, 人物一 辛评 人物二 邢道荣 阮咸,0.9906387,0
1068, 年 张学友 女儿 人物二 出生 年 张学友 次女 人物一 出生,0.9069734,0
1075, 年 张学友 女儿 人物二 出生 年 次女 人物一 出生,0.9090315,0
1076, 薛茂 祥 成为 一员 人物一 母亲 人物二 母亲 截然 相反 温软 柔弱 女性,0.903272,0
1077, 晚上 人物二 人物一 聊 起来 一起 玩起 游戏,0.90881586,0
1078, 齐齐 猜测 人物二 人物一 关系 三爸 说 姐弟俩 关系 打算 先 人物一 找 回来,0.90422904,0
1079, 人物二 跟着 文姨 车 来到 人物一 修理 工厂 人物一 听到 人物二 声音 里 激动 跑 下去 人物一 脸上 充满 快乐 笑容,0.9106368,0
1080, 人物一 人物二 父亲 富商 性格内向 沉稳 手下 忠心,0.9256831,0
1082, 楚牧 母亲 人物一 人物二 继母 性格 大大咧咧 一位 宽容 善良 女性,0.90031004,0
1083, 逐渐 爱 人物二 女强人 老妈 知道 立刻 薛茂 祥 离了婚 薛茂 祥 人物一 母亲 结了婚 生 人物一,0.9025793,0
1084, 这时候 人物二 回来 细心地 照料 同父异母 弟弟 人物一,0.93168795,0
1085, 渐渐 人物一 愿意 听 人物二,0.9074651,0
1086, 看着 人物一 楚牧 没 赶上来 她俩 故意 放慢 速度 人物二 齐齐 讲起 人物一 故事,0.90248847,0
1087, 咲日 人物二 池田绯菜 池田城菜 人物一 游戏 → ク ー,0.90107274,0
1088, 咲日 人物二 池田绯菜 池田城菜 人物一 森永 理科 游戏 → ク ー,0.90008867,0
1089, 家庭成员 父母 姐姐 人物二 三胞胎 姐姐 池田绯菜 人物一,0.9367659,0
1090, 家庭成员 父母 姐姐 人物二 三胞胎 妹妹 池田城菜 人物一,0.93924874,0
1091, 人物一 所救 人物二 人物一 姐姐 残酷 训练 一步 一步 造成 青萍 影子 杜允唐 定制 情人,0.91054,0
1092, 人物一 长期 在外 拍片 工作 家中 大小事 全 大姐 人物二 打点 大姐 成为 心中 不折不扣 背后 伟大 女人,0.90409887,0
1093, 人物二 先前 姐 睡 中入 镜 清秀 面孔 人物一 自叹不如 说 偶像 明星 想 透过 认识 姐姐,0.91662115,0
1094, 人物二 标准 鹅蛋脸 一双 美丽 眼睛 网友 惊艳 人物一 自叹不如,0.9076444,0
1095, 人物一 姐姐 人物二 合照 放 网站 引起 网友 热烈 讨论,0.907576,0
1096, 人物二 经历 年 人物一 日本 官方 博客 公布 姐妹俩 照片 引发 网友 讨论,0.92235136,0
1097, 台湾 艺人 人物一 姐姐 人物二 妹妹 人物一 相貌 相似 很多 认为 妹妹 光彩照人,0.9123436,0
1098, 人物二 关系 台湾 艺人 人物一 姐姐,0.9050988,0
1100, 人物一 嫁 鲁桓公 人物二 丈夫 第一任 丈夫 卫宣公,0.9282049,0
1101, 人物一 姊姊 人物二 美女 人物一 聪慧 善 诗文 出嫁 前 同父异母 哥哥 齐襄公 近亲 性交,0.92030996,0
1102, 人物二 人物一,0.9925918,0
1103, 进入 人物一 故事 之前 先 简单 说 说 其姐 人物二 事迹,0.9317992,0
1104, 姐妹 鲁国 夫人 人物一 卫国 夫人 人物二,0.9127687,0
1105, 春秋时代 齐僖公 姜禄 父有 二个 女儿 人物二 人物一 绝色佳人,0.90534985,0
1106, 堂姐妹 人物二 人物一,0.9004971,0
1107, 人物一 人物二 妹妹 文 字 后世 史家 文采 命 名,0.90262777,0
1108, 姓 姜 姐姐 嫁给 卫宣公 称为 人物二 妹妹 称为 人物一 嫁给 鲁恒公,0.92522264,0
1109, 春秋 人物二 人物一,0.9554989,0
1110, 东周列国志 齐僖公 二女 长 人物二 次 人物一 人物二 淫于 舅 人物一 淫于 兄 人伦 天理 至此 灭绝,0.9145885,0
1111, 家庭成员 妻子 女儿 人物二 人物一,0.9016336,0
1112, 人物二 人物一 女子 演唱 团体 成员 演员,0.9175086,0
1113, 家庭成员 妻子 女儿 人物二 人物一,0.9016336,0
